Timestamp,Line,Event_Type,Downtime_Hours,Output_Units,Good_Units,Operator,Shift
2024-05-24 03:04:00,P1,Breakdown,1.0,10676,9867,Ben,Night
2024-07-17 09:54:00,L8,No issue,0.0,3361,3323,Chen,Night
2024-02-10 05:28:00,L9,Changeover,1.0,10310,9339,Asha,Day
2024-10-02 08:01:00,P1,Breakdown,0.0,10598,10131,Diya,Day
2024-11-04 14:13:00,T2,PM,0.0,1392,1276,Ben,Night
2024-07-21 22:45:00,T1,Quality stop,4.0,5777,5265,Chen,Night
2024-01-14 12:53:00,P1,Quality stop,0.0,11564,10404,Chen,Night
2024-06-06 13:43:00,T2,No issue,0.0,10822,9227,Unknown,Day
2024-09-08 17:02:00,T2,Breakdown,0.0,3838,3618,Diya,Day
2024-12-10 12:39:00,T2,PM,0.0,1355,1260,Evan,Day
2024-11-03 00:45:00,T2,Quality stop,3.0,7354,7283,Evan,Day
2024-03-09 10:12:00,L8,PM,0.0,3195,3169,Chen,Day
2024-02-09 19:55:00,L8,No issue,0.0,10621,9258,Diya,Day
2024-05-17 14:52:00,L9,Breakdown,0.0,8449,8093,Asha,Night
2024-01-18 06:30:00,P1,No issue,0.0,11377,10035,Diya,Night
2024-04-17 10:27:00,T2,PM,0.0,1369,1201,Evan,Day
2024-04-27 08:45:00,L8,Quality stop,0.0,7791,7555,Ben,Day
2024-02-11 04:23:00,L9,Breakdown,4.0,3031,2757,Chen,Day
2024-11-19 05:14:00,L8,No issue,0.0,10708,10353,Chen,Day
2024-04-29 19:00:00,P1,Breakdown,0.0,9805,9784,Chen,Day
2024-12-22 08:09:00,T1,Breakdown,1.0,8078,7894,Evan,Day
2024-04-23 18:40:00,L9,No issue,0.0,4680,4117,Chen,Night
2024-03-14 15:25:00,P1,No issue,0.0,3354,3109,Ben,Day
2024-07-01 07:58:00,T1,Breakdown,1.0,10806,9659,Ben,Day
2024-02-08 20:33:00,L9,No issue,0.0,777,736,Chen,Day
2024-11-03 12:31:00,L9,No issue,0.0,6916,5971,Asha,Day
2024-06-13 02:54:00,T2,No issue,0.0,7632,6869,Unknown,Day
2024-04-15 12:52:00,T1,No issue,0.0,4174,3552,Chen,Day
2024-10-31 04:35:00,L8,Changeover,0.0,11452,11083,Diya,Night
2024-05-24 03:11:00,P1,No issue,0.0,9592,8245,Unknown,Day
2024-03-23 08:24:00,L9,No issue,0.0,10777,9620,Asha,Night
2024-12-21 11:45:00,T1,Changeover,4.0,1220,1069,Asha,Night
2024-01-12 18:00:00,T2,PM,4.0,10704,9602,Unknown,Day
2024-09-22 02:54:00,T2,Breakdown,1.0,7769,7227,Diya,Day
2024-06-30 19:40:00,T2,No issue,0.0,9786,9699,Asha,Day
2024-09-30 05:20:00,P1,Breakdown,3.0,4937,4494,Asha,Day
2024-06-07 20:00:00,P1,Breakdown,1.0,6995,6827,Diya,Night
2024-12-07 01:02:00,P1,No issue,0.0,5861,5137,Diya,Night
2024-10-01 15:39:00,L8,Breakdown,0.0,8812,7670,Ben,Day
2024-05-06 23:16:00,T2,No issue,0.0,7061,6516,Diya,Night
2024-12-10 23:30:00,T1,No issue,0.0,2842,2724,Ben,Day
2024-02-03 09:48:00,L9,Breakdown,0.0,6491,6154,Asha,Night
2024-07-11 23:37:00,T1,Breakdown,2.0,3349,3034,Ben,Day
2024-11-08 01:49:00,L8,Quality stop,2.0,1486,1434,Diya,Day
2024-02-22 17:41:00,L9,Breakdown,0.0,263,250,Chen,Day
2024-10-18 22:14:00,T1,Changeover,0.0,7480,6940,Evan,Day
2024-03-01 13:15:00,L9,Quality stop,0.0,1201,1096,Diya,Night
2024-12-21 05:36:00,P1,No issue,0.0,2190,1937,Asha,Day
2024-03-30 04:41:00,L9,PM,0.0,6190,5578,Evan,Day
2024-03-09 05:27:00,P1,PM,0.0,7325,6294,Ben,Day
2024-12-18 16:05:00,L8,Breakdown,0.0,11751,10235,Diya,Night
2024-11-16 15:49:00,T1,Breakdown,0.0,7566,7005,Ben,Night
2024-08-16 21:12:00,L8,PM,0.0,4756,4482,Chen,Night
2024-09-10 13:27:00,P1,No issue,0.0,5967,5615,Asha,Day
2024-12-15 17:42:00,L9,PM,0.0,7155,6992,Chen,Day
2024-01-27 01:29:00,P1,Breakdown,0.0,6681,5937,Asha,Day
2024-05-13 01:46:00,L9,No issue,0.0,6425,5704,Ben,Day
2024-03-18 08:24:00,P1,PM,2.0,1023,925,Chen,Day
2024-10-13 19:51:00,L8,No issue,0.0,1983,1713,Unknown,Day
2024-05-12 19:13:00,L8,Breakdown,0.0,4273,3845,Diya,Day
2024-05-29 12:43:00,P1,No issue,0.0,5395,4966,Diya,Day
2024-02-04 02:01:00,T1,Breakdown,0.0,9059,8171,Diya,Day
2024-08-22 20:56:00,T1,No issue,0.0,6596,6368,Asha,Day
2024-03-30 07:11:00,T1,Breakdown,2.0,10742,9589,Diya,Night
2024-12-21 22:10:00,T1,Quality stop,1.0,296,259,Diya,Day
2024-09-24 03:33:00,L8,Breakdown,0.0,10635,10427,Diya,Day
2024-11-21 17:55:00,L9,PM,4.0,316,273,Diya,Night
2024-12-27 23:29:00,T2,PM,1.0,620,559,Diya,Day
2024-11-25 12:30:00,T1,Changeover,0.0,1627,1615,Diya,Night
2024-03-10 06:45:00,L9,No issue,0.0,2185,2147,Asha,Day
2024-11-02 20:03:00,T2,PM,1.0,11616,10369,Ben,Day
2024-03-14 18:01:00,P1,PM,1.0,9990,9040,Diya,Day
2024-08-09 22:44:00,L9,No issue,0.0,7123,6132,Evan,Day
2024-04-13 17:38:00,T2,No issue,0.0,7845,7040,Evan,Day
2024-10-02 16:31:00,T2,Breakdown,1.0,3161,2864,Evan,Day
2024-10-29 12:19:00,T1,Breakdown,0.0,6163,5826,Ben,Day
2024-06-11 14:22:00,P1,PM,0.0,6013,5613,Diya,Day
2024-12-09 00:56:00,L9,Breakdown,1.0,5600,5144,Diya,Day
2024-03-13 20:54:00,L8,Quality stop,2.0,1934,1679,Ben,Day
2024-02-21 02:50:00,T1,No issue,0.0,7220,6831,Ben,Night
2024-05-10 14:33:00,P1,No issue,0.0,8402,8263,Ben,Day
2024-05-25 21:34:00,P1,Quality stop,0.0,7006,6017,Ben,Day
2024-12-17 05:50:00,T2,PM,3.0,9466,8426,Ben,Day
2024-06-14 13:08:00,L8,No issue,0.0,2352,2155,Ben,Day
2024-04-08 16:08:00,L8,Breakdown,0.0,11726,10390,Diya,Night
2024-07-25 11:54:00,L8,PM,1.0,11660,11579,Diya,Night
2024-11-29 00:24:00,L8,Breakdown,0.0,1747,1668,Diya,Day
2024-01-07 12:44:00,L9,No issue,0.0,1111,964,Chen,Day
2024-04-15 17:21:00,L8,No issue,0.0,8040,7013,Asha,Day
2024-05-26 18:06:00,L8,No issue,0.0,10538,9964,Evan,Night
2024-01-14 20:56:00,P1,PM,1.0,10523,9087,Diya,Day
2024-08-07 08:31:00,T1,Changeover,2.0,6916,6540,Ben,Night
2024-03-30 19:05:00,P1,PM,0.0,6328,5983,Chen,Day
2024-03-01 12:05:00,T2,No issue,0.0,10209,8691,Chen,Day
2024-12-19 00:54:00,T2,Breakdown,1.0,6966,6721,Asha,Night
2024-02-28 12:58:00,T1,Breakdown,1.0,10171,9242,Asha,Day
2024-05-07 03:30:00,T2,No issue,0.0,3445,3250,Chen,Day
2024-12-01 05:58:00,L8,Breakdown,0.0,9783,8980,Diya,Day
2024-11-09 13:39:00,L9,Quality stop,1.0,7121,6833,Diya,Night
2024-09-14 23:49:00,T2,Breakdown,0.0,451,422,Asha,Day
2024-05-17 21:31:00,T1,Quality stop,0.0,11069,10340,Ben,Day
2024-11-16 06:41:00,L9,No issue,0.0,8122,7515,Diya,Day
2024-03-17 02:18:00,T2,Quality stop,0.0,4688,4655,Diya,Day
2024-01-28 05:23:00,L9,Breakdown,0.0,5837,5011,Ben,Day
2024-12-18 17:41:00,L8,No issue,0.0,954,906,Chen,Day
2024-09-03 02:09:00,L9,PM,1.0,7782,7428,Diya,Day
2024-09-18 13:28:00,P1,No issue,0.0,7544,7403,Diya,Night
2024-08-23 05:47:00,T2,Breakdown,1.0,9000,8274,Diya,Night
2024-03-13 07:19:00,T2,PM,3.0,8146,7750,Evan,Night
2024-09-23 09:12:00,L9,Breakdown,2.0,922,900,Ben,Night
2024-08-13 01:33:00,T2,Quality stop,1.0,3199,2777,Chen,Day
2024-02-03 14:53:00,L9,No issue,0.0,9747,9031,Asha,Day
2024-06-20 07:52:00,T2,No issue,0.0,10945,9839,Diya,Day
2024-12-29 05:52:00,T2,No issue,0.0,42,37,Asha,Day
2024-04-03 21:26:00,T2,No issue,0.0,4121,3657,Asha,Day
2024-08-10 03:14:00,T1,Breakdown,3.0,7562,7529,Evan,Day
2024-05-27 04:23:00,T2,PM,0.0,7650,6547,Evan,Night
2024-04-06 03:53:00,L8,Breakdown,1.0,7639,6810,Unknown,Day
2024-08-13 22:23:00,T2,Changeover,1.0,7681,7319,Diya,Day
2024-03-21 09:52:00,L8,No issue,0.0,282,249,Asha,Day
2024-11-17 21:17:00,P1,No issue,0.0,6830,6190,Asha,Night
2024-02-18 05:49:00,T2,PM,1.0,1300,1268,Evan,Day
2024-10-19 19:49:00,P1,No issue,0.0,10814,9991,Chen,Day
2024-05-06 02:51:00,L9,Quality stop,1.0,6641,6233,Chen,Day
2024-10-05 05:11:00,L9,Changeover,1.0,6387,5782,Chen,Day
2024-03-08 05:06:00,T2,No issue,0.0,8831,7871,Chen,Night
2024-05-26 11:03:00,L9,No issue,0.0,8710,7892,Evan,Day
2024-08-13 12:34:00,T1,No issue,0.0,58,56,Ben,Day
2024-07-12 14:19:00,L9,Quality stop,0.0,196,179,Diya,Day
2024-07-30 12:09:00,P1,Breakdown,1.0,7455,7059,Chen,Day
2024-06-29 11:20:00,T2,No issue,0.0,6658,5914,Diya,Night
2024-04-01 03:12:00,T2,No issue,0.0,245,216,Diya,Day
2024-07-19 23:49:00,T1,Breakdown,4.0,9782,8460,Ben,Day
2024-11-15 14:43:00,L8,No issue,0.0,6901,6136,Evan,Day
2024-01-23 11:17:00,L8,No issue,0.0,11560,10680,Asha,Night
2024-04-24 03:19:00,P1,Quality stop,1.0,7752,7239,Evan,Day
2024-05-12 15:44:00,T2,No issue,0.0,7000,6968,Ben,Day
2024-08-30 04:27:00,L9,No issue,0.0,5745,5202,Asha,Day
2024-12-12 21:01:00,T2,PM,1.0,8417,7924,Diya,Night
2024-02-14 19:17:00,L8,PM,2.0,10181,9223,Evan,Night
2024-09-11 01:02:00,P1,No issue,0.0,7856,7172,Chen,Night
2024-04-25 05:11:00,L9,No issue,0.0,2638,2595,Chen,Night
2024-05-22 13:39:00,L9,No issue,0.0,1429,1394,Diya,Day
2024-11-02 05:08:00,P1,Changeover,0.0,4869,4787,Asha,Night
2024-03-01 22:25:00,P1,Breakdown,4.0,6797,6364,Diya,Night
2024-09-04 19:41:00,L8,No issue,0.0,1986,1925,Diya,Day
2024-12-30 13:12:00,L8,No issue,0.0,2940,2513,Evan,Night
2024-05-12 23:54:00,L8,Breakdown,2.0,8989,8504,Diya,Night
2024-07-11 09:03:00,L8,No issue,0.0,3080,3013,Diya,Night
2024-08-23 07:13:00,L9,No issue,0.0,11441,11213,Ben,Day
2024-08-26 11:14:00,T2,No issue,0.0,10877,10754,Diya,Night
2024-03-23 17:27:00,P1,No issue,0.0,7458,6934,Diya,Night
2024-05-18 12:25:00,T2,Breakdown,1.0,44,40,Asha,Night
2024-09-07 06:05:00,T2,Changeover,2.0,4144,3545,Diya,Day
2024-01-24 18:36:00,L9,No issue,0.0,4833,4140,Chen,Day
2024-04-24 22:17:00,L8,PM,1.0,6159,5597,Diya,Day
2024-09-23 13:17:00,T2,No issue,0.0,5652,5107,Asha,Night
2024-02-05 05:42:00,T1,Breakdown,0.0,87,82,Chen,Night
2024-03-03 13:51:00,L9,No issue,0.0,4993,4984,Diya,Night
2024-10-13 23:13:00,T1,No issue,0.0,7322,7229,Evan,Night
2024-11-08 15:12:00,L9,No issue,0.0,4885,4242,Asha,Day
2024-07-21 13:49:00,T2,No issue,0.0,9029,8332,Chen,Day
2024-01-29 10:49:00,L8,No issue,0.0,984,934,Evan,Day
2024-10-21 15:43:00,L9,Breakdown,4.0,6267,6144,Asha,Night
2024-01-09 02:16:00,P1,Breakdown,2.0,3464,2946,Chen,Night
2024-09-22 13:31:00,P1,Breakdown,1.0,2705,2339,Diya,Night
2024-05-06 00:49:00,T2,No issue,0.0,9882,9579,Diya,Day
2024-11-24 19:40:00,P1,No issue,0.0,4867,4609,Ben,Night
2024-05-30 20:37:00,L9,Quality stop,4.0,5369,4970,Diya,Day
2024-11-02 11:49:00,L8,No issue,0.0,7352,6816,Asha,Night
2024-01-24 04:51:00,L8,Quality stop,1.0,8766,7546,Ben,Night
2024-02-04 00:25:00,T1,Changeover,0.0,4815,4544,Diya,Day
2024-07-14 02:56:00,L8,No issue,0.0,3708,3665,Asha,Night
2024-02-19 21:28:00,T2,No issue,0.0,11019,9533,Chen,Day
2024-05-05 04:43:00,T2,Quality stop,4.0,325,312,Asha,Day
2024-09-06 17:26:00,L9,No issue,0.0,9723,8657,Diya,Day
2024-06-13 21:31:00,P1,No issue,0.0,6720,5788,Chen,Day
2024-05-12 11:50:00,L9,Breakdown,1.0,10273,8842,Ben,Night
2024-06-07 06:37:00,T1,No issue,0.0,9537,8494,Ben,Day
2024-11-09 09:08:00,P1,PM,1.0,2380,2052,Ben,Day
2024-03-29 03:54:00,T2,Breakdown,1.0,5181,5024,Asha,Day
2024-09-01 03:44:00,T1,PM,3.0,4261,4112,Asha,Day
2024-06-19 23:56:00,P1,No issue,0.0,11386,10828,Evan,Day
2024-07-11 06:13:00,P1,No issue,0.0,771,737,Diya,Day
2024-03-20 07:05:00,T1,No issue,0.0,693,683,Asha,Night
2024-01-17 03:03:00,L8,No issue,0.0,10500,10227,Diya,Day
2024-09-17 09:18:00,P1,No issue,0.0,10501,9649,Asha,Night
2024-12-23 14:57:00,L8,Changeover,0.0,7419,6928,Evan,Day
2024-01-15 09:09:00,P1,Breakdown,0.0,9618,8777,Chen,Day
2024-04-18 05:23:00,L9,Breakdown,4.0,7805,7155,Chen,Day
2024-06-29 16:01:00,T1,No issue,0.0,5115,4664,Evan,Day
2024-08-13 04:38:00,T2,Changeover,2.0,9781,8908,Ben,Day
2024-01-05 02:02:00,T2,No issue,0.0,640,583,Evan,Day
2024-08-09 04:06:00,T1,No issue,0.0,2464,2287,Chen,Night
2024-05-05 21:42:00,L8,Quality stop,0.0,6410,5702,Ben,Day
2024-08-31 07:26:00,L8,PM,0.0,5380,4962,Ben,Day
2024-10-23 08:08:00,T2,PM,1.0,9013,8399,Evan,Day
2024-03-06 18:29:00,T2,No issue,0.0,10709,10350,Asha,Day
2024-07-26 22:02:00,P1,No issue,0.0,3961,3490,Chen,Night
2024-02-29 02:51:00,P1,No issue,0.0,7087,6758,Chen,Day
2024-05-01 06:37:00,P1,Quality stop,3.0,2274,1945,Unknown,Night
2024-05-14 17:04:00,L9,PM,1.0,370,342,Diya,Day
2024-06-07 16:37:00,T2,Breakdown,0.0,4022,3848,Ben,Day
2024-02-09 10:35:00,L8,Changeover,2.0,4596,3971,Asha,Day
2024-08-06 00:41:00,P1,Changeover,0.0,7310,7155,Unknown,Day
2024-01-19 01:29:00,T1,Breakdown,0.0,47,43,Evan,Night
2024-11-10 19:12:00,L9,PM,2.0,7965,7331,Unknown,Day
2024-01-09 16:03:00,T2,Breakdown,1.0,3846,3455,Diya,Night
2024-02-17 21:23:00,T1,No issue,0.0,8340,7767,Evan,Day
2024-05-24 04:44:00,T1,No issue,0.0,11691,9974,Chen,Day
2024-08-11 10:41:00,T2,No issue,0.0,4969,4841,Diya,Day
2024-06-17 15:03:00,L8,No issue,0.0,1393,1276,Chen,Day
2024-04-27 05:11:00,P1,No issue,0.0,611,565,Chen,Night
2024-04-22 00:40:00,L9,No issue,0.0,9765,8602,Asha,Night
2024-12-26 21:26:00,T1,Breakdown,0.0,6905,6114,Diya,Day
2024-09-23 11:16:00,P1,No issue,0.0,8485,8021,Chen,Day
2024-04-20 12:25:00,T2,No issue,0.0,10837,9617,Chen,Day
2024-03-09 02:22:00,L8,No issue,0.0,4340,4288,Ben,Day
